hmis_record_id,person_id,hmis_client_unique_id,first_name,last_name,date_of_birth,ssn_last4,name_data_quality,dob_data_quality,ssn_data_quality,gender_hmis,race_ethnicity_all,veteran_status,disabling_condition,prior_living_situation_code,prior_living_situation_desc,enrollment_id,program_type,coc_region,program_start_date,program_exit_date,exit_reason_code,exit_reason_desc,housing_status_at_exit,destination_at_exit,ce_event_type,ce_event_date,vi_spdat_score,vi_spdat_score_date,chronic_homeless_status,referral_id,referral_status_code,referral_status_desc,referral_agency,referral_date,active_roi,revoked_consent,last_activity_date,last_activity_agency,data_source,hmis_platform
4e1cef45-fe68-4632-9137-bf10d4f503ba,9019c981-d6cd-4f3c-b5ac-4342535a5726,e1b8b3c9-0fc1-4d2e-b0e0-b89f6834a422,Wei,Garcia,1962-05-08,1650,Full name reported,Full DOB reported,Full SSN reported,male,Native Hawaiian or Other Pacific Islander; Not Hispanic or Latino,Yes,Yes,SH,Safe Haven,ceb7fb99-f7da-4cd4-a0e1-9ce1bbe419e6,Other,Portland/Multnomah County CoC,20250612,20260308,06,Needs could not be met by program,Housed,Permanent housing,Emergency Shelter Placement,20251127,5,20251022,Yes,814ff307-fae1-44b4-aea9-7de06153946b,declined,Declined,Legacy Emanuel Medical Center,20250924,Yes,No,20251104,Legacy Emanuel Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
ce4e5af1-1de8-4d81-973e-c33d560c5abe,01906afb-7007-4900-a032-17c3d8307ceb,363b86b4-8d18-4a23-8d60-b5d998b72cfe,Maria,Lee,1972-10-28,1534,Full name reported,Full DOB reported,Partial SSN,female,Native Hawaiian or Other Pacific Islander; Not Hispanic or Latino,Yes,No,DO,Doubled up with family or friends,7daf5249-7452-4ce0-828a-5a8d7916f323,Homelessness Prevention,Portland/Multnomah County CoC,20250628,20251229,04,Non-payment of rent or occupancy charge,Housed,Temporary housing,Referral to RRH,20260221,1,20250622,No,bad49e6c-00da-4fc8-8e66-6e9f1ab4608c,declined,Declined,OHSU Hospital,20250919,Yes,No,20251225,OHSU Hospital,BitFocus-Clarity-HMIS,BitFocus Clarity
616e1b85-07e6-45bf-80e3-65ef0b2c2591,cb21619e-c74f-4cb8-a74e-084526ff0715,760c4e47-380f-4d4c-a4aa-814de632532c,William,Anderson,1970-02-16,1710,Full name reported,Full DOB reported,Client doesn't know,female,Asian; Not Hispanic or Latino,No,No,SH,Safe Haven,715f68a1-40be-4f5c-9811-e0a741e26c7f,Permanent Supportive Housing,Portland/Multnomah County CoC,20241018,20250115,04,Non-payment of rent or occupancy charge,Housed,Other,Phone Intake,20250711,2,20250605,No,6ebd7707-b59f-4ad6-a582-a343549ec0d0,pending,Pending,Legacy Emanuel Medical Center,20260121,Yes,No,20260116,Legacy Emanuel Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
821b794b-c9ca-4325-a915-382a06059b6c,afbb5137-c65a-4fec-a7cb-187db0dc5147,6ec80546-f45d-4bfc-9da5-0a71b22bba33,Nadia,Johnson,2013-08-01,6800,Full name reported,Full DOB reported,Client refused,female,Asian; Not Hispanic or Latino,No,Yes,ES,Emergency Shelter,ba66efa9-9d2d-40b1-bef1-3570063f047e,Rapid Re-Housing,Portland/Multnomah County CoC,20240422,,,,,,Referral to PSH,20250923,15,20251215,No,bef13f2c-50fd-4f8a-8758-8cad7d0a9f68,declined,Declined,Providence Portland Medical Center,20250310,Yes,No,20260203,Providence Portland Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
ab6a0d8b-1c95-4c4c-bdb6-d541223409f7,c89d8be0-8539-4cc4-b590-e0200fb12e4e,a24ff344-e079-43bb-931b-bc6e394eca60,Marcus,Smith,1965-06-17,4335,Full name reported,Approx/partial DOB,Full SSN reported,male,Native Hawaiian or Other Pacific Islander; Not Hispanic or Latino,No,No,HH,Place not meant for human habitation,b79754da-4696-4c60-8b0c-4129ed49e25b,Permanent Supportive Housing,Portland/Multnomah County CoC,20251012,,,,,,Housing Identified,20250506,11,20250409,No,1e2a94c2-aada-40ed-9333-6f301ab8b12e,accepted,Accepted,Providence Portland Medical Center,20251108,Yes,No,20260201,Providence Portland Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
8998df7a-6f87-456b-a1ff-c12224809e4c,0dc72c13-e480-428a-8537-c56a38af431c,49333d53-0802-4f62-844a-e40b46449f19,Liam,White,1952-07-13,1828,Full name reported,Client refused,Client refused,female,Native Hawaiian or Other Pacific Islander; Not Hispanic or Latino,No,Yes,OT,Other,72e7f24f-b070-4a26-92a9-c022fae64b41,Transitional Housing,Portland/Multnomah County CoC,20251205,20261124,04,Non-payment of rent or occupancy charge,Housed,Temporary housing,Emergency Shelter Placement,20250521,16,20250306,Unknown,2f61dc89-2566-42a5-b21c-f06cfd8fe136,no_show,No Show,PeaceHealth Sacred Heart,20250517,Yes,No,20260102,PeaceHealth Sacred Heart,BitFocus-Clarity-HMIS,BitFocus Clarity
d1a96dd9-1c1e-46d4-a058-a80de6aa1b86,36499432-a024-4ec1-8c1f-7aeafc479fd1,cbb9d524-2b79-4c01-8bef-82d186c29a11,Ethan,Anderson,1936-01-09,8081,Full name reported,Full DOB reported,Partial SSN,male,Native Hawaiian or Other Pacific Islander|Black or African American; Unknown,No,Yes,OT,Other,9685ef9f-4c06-4d17-90b7-022450f4fd56,Street Outreach,Eugene/Springfield CoC,20250518,20260213,01,Left for a housing opportunity before completing program,Not Housed,Permanent housing,Referral,20250522,3,20250626,Unknown,9483ff03-b520-48a9-9e53-0294e0742efa,accepted,Accepted,Salem Health,20250904,Yes,Yes,20250930,Salem Health,BitFocus-Clarity-HMIS,BitFocus Clarity
28b17416-672d-405e-b291-29a72958acdf,72326631-35d5-486b-98f6-03677bd0c5ea,ab6b1518-2403-4e22-befd-8fb3f831da5e,Maria,Lee,2002-07-12,4237,Full name reported,Full DOB reported,Full SSN reported,transgender-female,Black or African American; Not Hispanic or Latino,No,Yes,DO,Doubled up with family or friends,7defbffe-019f-4a56-90ec-88a4e7ac9812,Street Outreach,Portland/Multnomah County CoC,20250827,20260116,02,Completed program,Not Housed,Institutional,Phone Intake,20260129,9,20251214,No,5f4bb0f1-8661-4725-9944-d15d4e6c904a,accepted,Accepted,PeaceHealth Sacred Heart,20260117,Yes,No,20260122,PeaceHealth Sacred Heart,BitFocus-Clarity-HMIS,BitFocus Clarity
c520a59e-2aa5-4887-8429-07cf802eca3a,a5363bb9-c12c-4d2f-b759-00e414501396,4813d46e-d7d6-4cb5-b68f-92d2515e8dac,Rosa,Johnson,2016-10-07,4175,Full name reported,Full DOB reported,Client refused,male,Asian|American Indian or Alaska Native; Not Hispanic or Latino,No,No,TH,Transitional Housing,d5624c24-4c47-4e75-983a-ee136f22645e,Permanent Supportive Housing,Eugene/Springfield CoC,20260125,20260324,02,Completed program,Not Housed,Permanent housing,Phone Intake,20250710,11,20251020,Yes,c1dd9e8f-973f-4145-9af4-3bf372afd638,accepted,Accepted,PeaceHealth Sacred Heart,20250825,Yes,No,20251231,PeaceHealth Sacred Heart,BitFocus-Clarity-HMIS,BitFocus Clarity
b8668a35-e70b-408d-9aa0-dc84b2cb7cbd,3b8dbb03-2945-4c85-b820-41a40f1f9157,8e50118f-abc6-41e8-adad-d3cedc7a0ead,John,Brown,2023-12-21,2533,Full name reported,Full DOB reported,Client doesn't know,female,Black or African American; Not Hispanic or Latino,No,No,OT,Other,f09cfdc2-3679-4323-be70-26b35bea522b,Transitional Housing,Portland/Multnomah County CoC,20250302,,,,,,Referral to PSH,20250829,7,20250912,No,1fbb9182-6dfc-4d9a-8f71-d4a676da9aef,pending,Pending,Salem Health,20250920,Yes,No,20251003,Salem Health,BitFocus-Clarity-HMIS,BitFocus Clarity
082b60d4-5ae5-48f0-a1b4-9254d7f26036,b7d1d399-58ac-41a3-91c1-ca71156af5a8,3410583c-4292-48e5-939e-58b0aaf79cd0,Carlos,Thomas,1972-12-29,3709,Full name reported,Full DOB reported,Client refused,female,American Indian or Alaska Native|White; Hispanic or Latino,No,No,SH,Safe Haven,33a3dd3a-5a2e-4df9-ba75-52324deb3119,Emergency Shelter,Portland/Multnomah County CoC,20251020,,,,,,Referral,20250415,7,20251213,No,c08ad52b-28d6-4bda-b91f-8ca78dfe4b98,declined,Declined,Legacy Emanuel Medical Center,20250716,Yes,No,20260127,Legacy Emanuel Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
541de39d-0bfb-4147-8e7b-aefd3d7786a6,52eed135-fc98-415f-8e78-607582794c93,6d80a432-cda7-4aa5-a736-1fa26051385a,Jennifer,Thomas,1958-10-02,2396,Full name reported,Full DOB reported,Partial SSN,female,White; Not Hispanic or Latino,No,Yes,DO,Doubled up with family or friends,6b22a475-8e16-4837-a8a6-352de977435d,Transitional Housing,Eugene/Springfield CoC,20250721,,,,,,Referral,20251119,14,20250801,No,c4f525cd-20d5-4d30-a4c0-083be8af47be,accepted,Accepted,Providence Portland Medical Center,20251020,Yes,No,20251204,Providence Portland Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
fc59f687-fa93-469c-adbb-9fb129f9cece,5761fb93-e4ec-4879-9498-ad86af7cc1d1,369859ae-95f2-42db-9932-630483777c6d,Omar,Garcia,1940-08-09,2039,Full name reported,Full DOB reported,Partial SSN,female,American Indian or Alaska Native; Not Hispanic or Latino,No,No,DO,Doubled up with family or friends,d2ac8193-aeba-46fa-957f-95e70a1d58c9,Permanent Supportive Housing,Eugene/Springfield CoC,20240425,,,,,,Referral,20260203,6,20251203,Yes,c0732862-027e-4bb1-8484-a3954fd62543,pending,Pending,Salem Health,20251128,Yes,No,20260129,Salem Health,BitFocus-Clarity-HMIS,BitFocus Clarity
ee836232-be33-4436-aae2-fc0b43d2aca4,32b9cf7a-764c-4151-8b36-bf495cee1a65,183d3b78-36f2-470d-b94e-d1ebfb56cd1f,Lisa,Martinez,1989-01-16,9886,Full name reported,Full DOB reported,Full SSN reported,male,White|American Indian or Alaska Native; Not Hispanic or Latino,No,No,ES,Emergency Shelter,70f8020b-8e7f-4e21-aaf0-0043c858485b,Other,Oregon Balance of State CoC,20250403,,,,,,Housing Identified,20250525,8,20250630,No,21407ce0-01e0-456e-9f5d-05ba9ed8fd02,pending,Pending,OHSU Hospital,20250810,Yes,No,20250911,OHSU Hospital,BitFocus-Clarity-HMIS,BitFocus Clarity
811dadfd-deab-4726-bdc3-f2dbdfb25118,1bab87c2-93ea-4030-a687-4729099ad72b,33fff92a-2661-4237-9327-56db6ba30a53,William,Lee,1974-10-06,5156,Full name reported,Full DOB reported,Client doesn't know,female,Asian|American Indian or Alaska Native; Not Hispanic or Latino,No,Yes,SH,Safe Haven,a54c62f2-fa4f-4972-b360-5d923fa3af49,Other,Eugene/Springfield CoC,20250808,,,,,,VI-SPDAT Assessment,20250303,17,20251028,Unknown,72d6b580-5bd7-4e4e-9a91-7ce2338128cd,pending,Pending,OHSU Hospital,20250520,Yes,No,20251208,OHSU Hospital,BitFocus-Clarity-HMIS,BitFocus Clarity
8eafa3b4-878a-4e47-9442-ef3eb75957f6,aaa0d772-ac26-47cd-8a04-9a630d820ce3,06cab2bd-58b3-4d9e-9c6a-2c0eeabf2cf3,Robert,Davis,2024-06-17,1182,Full name reported,Client refused,Client doesn't know,female,Black or African American; Not Hispanic or Latino,No,Yes,PH,Permanent Housing,aaaef837-abe6-4396-9cd7-175e741838e4,Street Outreach,Oregon Balance of State CoC,20260210,,,,,,Referral to PSH,20251003,10,20251209,No,b2e44d80-21cf-4632-9c4b-f9c9571c1ec1,declined,Declined,Providence Portland Medical Center,20251012,Yes,No,20251005,Providence Portland Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
a341b287-e73f-40f4-84d9-1ba61f628c52,de8ec140-9399-4bd5-b554-f4f9ef273c1f,4d4264ac-a78c-4245-aee2-150bea2cdc81,Fatima,Davis,1980-07-29,4055,Full name reported,Full DOB reported,Partial SSN,male,Black or African American; Not Hispanic or Latino,No,Yes,HH,Place not meant for human habitation,df059b33-9b55-4eb9-8703-92393419b76e,Street Outreach,Eugene/Springfield CoC,20250317,,,,,,Phone Intake,20250522,8,20251021,No,e2b99fa4-ef84-40ea-beed-9530693456f6,accepted,Accepted,Providence Portland Medical Center,20250330,Yes,No,20250924,Providence Portland Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
5dcec109-631f-4f67-aaf6-8012069f75e2,1d4f26f6-362a-4dfb-80e7-ff1f5571fa96,34cf3dac-dfb7-4ead-8154-a1443c243c52,Omar,Taylor,1949-08-16,2500,Full name reported,Full DOB reported,Client doesn't know,male,White; Not Hispanic or Latino,No,Yes,TH,Transitional Housing,0cf3a34b-b6c1-4ea2-8ee3-d8f8ef51e5b3,Permanent Supportive Housing,Portland/Multnomah County CoC,20240911,20241203,02,Completed program,Not Housed,Permanent housing,Problem Solving,20250521,8,20251015,Yes,3d405d18-70a6-43e2-b738-a29f8da516b0,pending,Pending,PeaceHealth Sacred Heart,20251226,Yes,No,20251128,PeaceHealth Sacred Heart,BitFocus-Clarity-HMIS,BitFocus Clarity
7d9baf4e-6d67-42e2-a746-8da6ae1ce649,63358de6-0266-4175-839d-3efa59416fe1,df92c7cb-6ba1-4fce-bd9d-1994f679cb31,Henry,Garcia,2012-05-14,8523,Full name reported,Full DOB reported,Client doesn't know,female,Black or African American; Hispanic or Latino,No,No,TH,Transitional Housing,d1198d4e-3b3c-4652-909a-d9f011c14a1e,Homelessness Prevention,Portland/Multnomah County CoC,20260217,20260723,03,Non-compliance with program rules,Housed,Permanent housing,Phone Intake,20250619,12,20251225,No,3110b64a-86e9-4cd8-bf21-f478f0c6d09a,no_show,No Show,Providence Portland Medical Center,20260220,Yes,No,20251207,Providence Portland Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
f32f655c-6390-4657-bf9c-fe5ca639ebe4,99d90f4b-3c6a-4ac0-8f7f-bd67a5a3a0ca,dc5219e2-067c-468b-b7f5-e1c3057b29d6,Yuki,Lee,2014-09-10,9082,Partial name reported,Full DOB reported,Full SSN reported,female,Native Hawaiian or Other Pacific Islander; Unknown,No,Client doesn't know,HH,Place not meant for human habitation,7c3480ce-4d16-4e65-b357-48bfeb90eb98,Street Outreach,Portland/Multnomah County CoC,20240715,,,,,,Phone Intake,20250329,0,20250331,Yes,961cec0e-9b63-4e25-9ec9-f9ac87d7da63,pending,Pending,OHSU Hospital,20260112,Yes,No,20260129,OHSU Hospital,BitFocus-Clarity-HMIS,BitFocus Clarity
53c832a6-8b46-4b1a-b845-1a5bf70f930b,93bb2f3c-a5ed-4e8e-8675-96817c30a8b8,3e7e7156-48e6-49e8-b8f9-3f2691fccaf1,Priya,Lee,1991-10-04,9528,Full name reported,Full DOB reported,Partial SSN,female,White; Not Hispanic or Latino,No,Yes,SH,Safe Haven,b9fe9b07-3421-4f0e-af46-ae9d58e21ffc,Rapid Re-Housing,Eugene/Springfield CoC,20260202,20260508,05,Reached maximum time allowed,Unknown,Permanent housing,Problem Solving,20251008,17,20250520,Unknown,ee341156-3d5d-477b-98ee-34cdec108125,accepted,Accepted,OHSU Hospital,20250407,Yes,No,20251115,OHSU Hospital,BitFocus-Clarity-HMIS,BitFocus Clarity
efd6a763-dee2-4193-912e-d4560a30e967,e8f0deda-4bbc-4dd4-902b-651ac3cbefd9,62bb6343-d6a6-4387-8257-dc1d70dba178,James,Johnson,2016-08-07,4291,Full name reported,Approx/partial DOB,Full SSN reported,transgender-female,American Indian or Alaska Native|White; Not Hispanic or Latino,No,No,PH,Permanent Housing,ce126c37-d5d9-45b8-a1ae-a5d0c2ede37a,Street Outreach,Oregon Balance of State CoC,20260125,,,,,,Referral to RRH,20250226,5,20251110,No,8e9d2fae-8f2c-4d8d-bf69-a5ffcde634fc,accepted,Accepted,Providence Portland Medical Center,20250622,Yes,No,20251018,Providence Portland Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
f79d33be-1736-4226-83da-ad099c548d3b,4314f591-843c-4477-97c4-b750da6c2f76,f64d47f7-50b4-491a-8bea-bdb7c77d8f81,James,Johnson,1954-02-18,4957,Partial name reported,Full DOB reported,Client doesn't know,non-binary,Asian; Not Hispanic or Latino,No,Yes,HH,Place not meant for human habitation,c3f4be5c-6966-447b-9606-645f7f0af581,Street Outreach,Portland/Multnomah County CoC,20240930,20250423,01,Left for a housing opportunity before completing program,Not Housed,Institutional,Problem Solving,20250820,10,20250224,Yes,38c91e48-5068-4c1e-8838-094c53dbcedd,pending,Pending,Providence Portland Medical Center,20250829,Yes,No,20260204,Providence Portland Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
611c8f59-6908-466e-abaf-3940f673a45b,08c2c9ee-cc1b-4c9a-92cb-f2cfc160dea1,50645788-a707-4bcb-a3b7-3ee2c5560010,Fatima,Jackson,1952-02-23,8666,Full name reported,Full DOB reported,Partial SSN,transgender-male,Asian; Unknown,No,No,PH,Permanent Housing,a555cdd0-9544-416f-8432-f90637d9dfdc,Rapid Re-Housing,Eugene/Springfield CoC,20241028,20250104,01,Left for a housing opportunity before completing program,Not Housed,Other,Referral to PSH,20251002,16,20250519,No,2c9966a2-4f1a-4ff2-8de8-210d78ed36c1,declined,Declined,PeaceHealth Sacred Heart,20251024,Yes,No,20251027,PeaceHealth Sacred Heart,BitFocus-Clarity-HMIS,BitFocus Clarity
3fcfe868-4d6e-4156-a286-ec9fb46b732c,d5bb2dcd-9d8c-48e5-87a6-47cb1585fbce,314dce54-32c1-4f8e-8a23-b98f858d1d4d,Grace,White,1989-11-16,8757,Full name reported,Full DOB reported,Full SSN reported,female,American Indian or Alaska Native|Asian; Hispanic or Latino,No,No,PH,Permanent Housing,d491f9ba-c973-4c83-a88a-0d9c9f957423,Rapid Re-Housing,Eugene/Springfield CoC,20250303,20260130,99,Unknown/other,Not Housed,Permanent housing,Phone Intake,20250831,1,20260205,No,30a21d05-2209-4290-8179-c7256f878937,no_show,No Show,Salem Health,20251123,Yes,No,20251231,Salem Health,BitFocus-Clarity-HMIS,BitFocus Clarity
5ccc5203-183e-4e12-bc82-1a8150f5a66b,61a110e0-d37f-4993-bd01-92fe3ddc4fe8,65a96829-ace7-49bf-8109-01efdbacdcbb,John,Davis,1994-02-24,6841,Partial name reported,Full DOB reported,Client refused,male,Asian|American Indian or Alaska Native; Not Hispanic or Latino,No,No,SH,Safe Haven,4e62146f-9f7b-47ac-9b9d-d56fc7e3ac0e,Homelessness Prevention,Oregon Balance of State CoC,20250421,20251203,01,Left for a housing opportunity before completing program,Not Housed,Temporary housing,Emergency Shelter Placement,20250906,8,20250301,No,b4ac794e-e044-487a-9a4c-8de10fc89a10,no_show,No Show,OHSU Hospital,20251214,Yes,No,20250919,OHSU Hospital,BitFocus-Clarity-HMIS,BitFocus Clarity
6911932a-4bb5-49f2-84a8-06cc4bb655d1,ac674cd8-af1b-482f-a163-a4433446dea8,a130b8fa-9ae3-43e5-9cd6-c53043daa705,Maria,Smith,1947-04-21,8184,Full name reported,Full DOB reported,Client refused,female,Black or African American|White; Not Hispanic or Latino,No,No,SH,Safe Haven,baeef5a9-7bba-463f-a944-f10ca628549d,Homelessness Prevention,Portland/Multnomah County CoC,20240604,,,,,,VI-SPDAT Assessment,20250228,5,20250403,No,f3d412d0-07fa-4752-a86e-c81a06fb9817,accepted,Accepted,PeaceHealth Sacred Heart,20251129,Yes,No,20250919,PeaceHealth Sacred Heart,BitFocus-Clarity-HMIS,BitFocus Clarity
