hmis_record_id,person_id,hmis_client_unique_id,first_name,last_name,date_of_birth,ssn_last4,name_data_quality,dob_data_quality,ssn_data_quality,gender_hmis,race_ethnicity_all,veteran_status,disabling_condition,prior_living_situation_code,prior_living_situation_desc,enrollment_id,program_type,coc_region,program_start_date,program_exit_date,exit_reason_code,exit_reason_desc,housing_status_at_exit,destination_at_exit,ce_event_type,ce_event_date,vi_spdat_score,vi_spdat_score_date,chronic_homeless_status,referral_id,referral_status_code,referral_status_desc,referral_agency,referral_date,active_roi,revoked_consent,last_activity_date,last_activity_agency,data_source,hmis_platform
9a115fae-0c8e-4858-b12c-edbe2583b711,2de2862a-c854-4fd4-8aa0-0ce146296000,dfcc9d4f-c78f-47d8-8fb3-0ab61ea9885c,Aisha,White,1960-09-18,9473,Full name reported,Full DOB reported,Partial SSN,male,Black or African American; Not Hispanic or Latino,Yes,No,PH,Permanent Housing,1e5c6f25-b795-46ae-936c-8b96b10a6a44,Transitional Housing,Seattle/King County CoC,20260131,,,,,,Referral to PSH,20260103,2,20260213,No,46549f40-aeaa-40b5-aee7-2a7e6ed4e27c,pending,Pending,Virginia Mason Medical Center,20250709,Yes,No,20251231,Virginia Mason Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
f281ea81-c99b-49db-bf14-757bb64af4d9,3f565846-3d6b-461f-8258-af751a1d5cf3,14656136-9f1b-4d83-85eb-714ec4746d14,David,Lee,1944-09-02,2842,Full name reported,Full DOB reported,Partial SSN,male,American Indian or Alaska Native; Not Hispanic or Latino,No,Client doesn't know,SH,Safe Haven,08654cef-4d9b-4735-906d-2e344fad2d1d,Emergency Shelter,Tacoma/Lakewood CoC,20250204,20260107,01,Left for a housing opportunity before completing program,Not Housed,Institutional,Referral to PSH,20250531,16,20250815,Yes,b3871c44-5362-40e0-9300-0443fd560204,accepted,Accepted,PeaceHealth St. Joseph,20250410,Yes,No,20251207,PeaceHealth St. Joseph,BitFocus-Clarity-HMIS,BitFocus Clarity
3292aa6f-7f72-4c2c-820a-a0c5bcdf65b0,37ecd471-1ed0-4cc6-a7ea-b258d3fc7fbe,ca43894f-11f5-4d60-84e1-ff5aea82a0a7,Priya,Brown,2009-02-17,2606,Full name reported,Full DOB reported,Full SSN reported,transgender-male,White|Asian; Not Hispanic or Latino,No,Yes,DO,Doubled up with family or friends,98f085ed-c35c-4e40-9b93-ff900d1028b2,Transitional Housing,Seattle/King County CoC,20260103,20260609,05,Reached maximum time allowed,Not Housed,Permanent housing,Housing Identified,20250312,1,20260222,Yes,1806fc53-bdef-4a1c-85d7-b53d3d9cf250,pending,Pending,MultiCare Health System,20250701,Yes,No,20251218,MultiCare Health System,BitFocus-Clarity-HMIS,BitFocus Clarity
1eb488e4-14a1-4697-8813-d063e1317efc,da62a726-c66f-4280-8f32-20271558e499,9f72113f-6de2-40a4-9723-af9674508ddd,Grace,Johnson,1956-03-27,2386,Full name reported,Full DOB reported,Full SSN reported,female,White; Not Hispanic or Latino,No,No,HH,Place not meant for human habitation,6206d2b5-5920-479e-b600-16e0b20a9fbd,Permanent Supportive Housing,Washington Balance of State CoC,20240316,,,,,,Referral to RRH,20250918,2,20251214,No,ebb02114-b9ba-4cb9-b1ce-2cd8e072ce95,declined,Declined,Virginia Mason Medical Center,20260102,Yes,No,20250906,Virginia Mason Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
8affa918-9863-4152-aeaa-280eec3c0756,fd01af1e-0290-4550-9aa6-e46bb4deba90,9da1f712-16e2-4b80-9053-bffd5ac3d543,Rosa,Davis,1975-06-30,6900,Full name reported,Full DOB reported,Client doesn't know,female,American Indian or Alaska Native; Not Hispanic or Latino,No,Yes,OT,Other,2d14c8a7-103f-4d47-a1bb-dd6615061942,Permanent Supportive Housing,Seattle/King County CoC,20250504,20250823,03,Non-compliance with program rules,Housed,Permanent housing,Referral to RRH,20250511,9,20250821,Yes,cef8525d-bdfb-4308-965e-24647a266afa,accepted,Accepted,Swedish Medical Center,20250524,Yes,Yes,20260120,Swedish Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
faf8d471-692e-4a4a-a0ea-9aa9ab30fae3,8d53e8f6-075b-47ba-b7b7-0169dc7aa33b,7f53d6b3-c9a8-42eb-8c9d-ac8249d37d14,David,Lee,1983-08-07,9942,Full name reported,Full DOB reported,Partial SSN,female,American Indian or Alaska Native|Black or African American; Not Hispanic or Latino,No,No,PH,Permanent Housing,1880b50a-4a1b-4da4-afc8-0f9b178f0b32,Other,Washington Balance of State CoC,20250802,20251024,06,Needs could not be met by program,Not Housed,Institutional,Problem Solving,20260214,9,20250608,No,67903154-62d2-42e7-91a6-1ef84661641b,declined,Declined,PeaceHealth St. Joseph,20250705,Yes,No,20251213,PeaceHealth St. Joseph,BitFocus-Clarity-HMIS,BitFocus Clarity
b5139076-b60b-4e99-bac4-f79b9ed79b2f,aceab403-7f1c-4907-a01f-69418df48665,aae21da2-a3bc-452c-886d-6b61e7b74a2d,Linda,Martinez,2001-12-01,8192,Full name reported,Full DOB reported,Partial SSN,male,American Indian or Alaska Native|Native Hawaiian or Other Pacific Islander; Not Hispanic or Latino,No,Client refused,HO,Hotel/motel,89b92e8d-4008-497e-b611-658fc6cd56d0,Other,Seattle/King County CoC,20240309,,,,,,Phone Intake,20250815,17,20250611,No,36a00f59-e0f8-426b-9bea-406606e34851,accepted,Accepted,Virginia Mason Medical Center,20260219,Yes,No,20251028,Virginia Mason Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
8bfd9796-ce5d-468b-af4a-60067f8f4c1a,696b9e43-d4fc-4d1e-9663-0e6023582c50,8ef0a2e5-59fe-4c8f-9013-dec8c1cc8d1d,Michael,Garcia,1985-05-17,7931,Full name reported,Full DOB reported,Client doesn't know,female,White; Not Hispanic or Latino,No,No,TH,Transitional Housing,9b5df167-a87d-4011-a3f7-0aa513da63ea,Rapid Re-Housing,Washington Balance of State CoC,20251114,20260306,99,Unknown/other,Housed,Institutional,Problem Solving,20250604,9,20251002,No,911ef278-7f78-4893-8d3d-fd2cee613bc6,accepted,Accepted,UW Medical Center,20250413,Yes,No,20251217,UW Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
5418c4e1-a2d4-4eaf-88cf-ee2b5f7cc5ba,65b2eb02-6ccf-4676-9589-4c1f7c1f9d8c,20232f59-c3d8-4f7e-9702-2202880f5f34,Emma,Garcia,1975-11-28,7736,Full name reported,Full DOB reported,Full SSN reported,male,Black or African American; Hispanic or Latino,No,No,HH,Place not meant for human habitation,47af22c1-9035-4d14-bffb-95efb06119e8,Permanent Supportive Housing,Washington Balance of State CoC,20251223,,,,,,Problem Solving,20250507,9,20250520,No,410fa1a3-814c-4419-a2a9-5e8da2de3587,accepted,Accepted,Virginia Mason Medical Center,20250901,Yes,No,20251208,Virginia Mason Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
2f2fa68d-a71e-45aa-9cb6-c92f09829ab4,913d3663-ca1a-4589-8bec-65e6b38afdfb,6e983c86-ceb7-48ee-af32-d9e9230f058c,Emma,Davis,1961-08-17,1683,Full name reported,Full DOB reported,Full SSN reported,female,White; Not Hispanic or Latino,No,Yes,HO,Hotel/motel,541dec1c-9d0e-448c-83f7-eb9bbab0fd72,Street Outreach,Washington Balance of State CoC,20250629,20250913,01,Left for a housing opportunity before completing program,Housed,Permanent housing,Referral to PSH,20250711,16,20250719,Unknown,5912bc31-fcf2-4e60-a941-a46a3fb81ec5,accepted,Accepted,PeaceHealth St. Joseph,20251121,Yes,No,20250912,PeaceHealth St. Joseph,BitFocus-Clarity-HMIS,BitFocus Clarity
3a7d8e98-1abd-44f9-bfb0-e6fa2bcaedca,7dded9b8-7c93-4f60-9cb6-7cb983f5df11,7a6a1d14-01da-4d3c-8501-3e932a05eb58,Yuki,Martinez,1953-04-27,9205,Full name reported,Full DOB reported,Partial SSN,male,Asian|Black or African American; Hispanic or Latino,No,Yes,TH,Transitional Housing,31e12e49-c0e2-460e-afd4-9628af353720,Emergency Shelter,Seattle/King County CoC,20240914,,,,,,Referral to PSH,20251018,4,20260101,No,6b9a1c6d-dfe7-480a-84d1-1fcf72eb9df4,no_show,No Show,MultiCare Health System,20251004,Yes,No,20260104,MultiCare Health System,BitFocus-Clarity-HMIS,BitFocus Clarity
e6bb317c-b187-417b-a0d9-aa54ccec3107,e6fec733-35a5-4615-a7ad-2d5a0141099d,d4aa8989-5e81-4878-9b8f-7e8f3746447d,Ana,Jackson,1958-08-26,2092,Full name reported,Full DOB reported,Client refused,male,American Indian or Alaska Native; Not Hispanic or Latino,No,Yes,OT,Other,ab03d49c-2d30-4c91-b7c4-7bbb8a276e98,Transitional Housing,Spokane CoC,20240921,20250416,02,Completed program,Not Housed,Institutional,Referral,20250702,14,20250731,No,19a94457-f964-424c-8c55-9e69c2de44ce,pending,Pending,PeaceHealth St. Joseph,20250328,Yes,Yes,20250910,PeaceHealth St. Joseph,BitFocus-Clarity-HMIS,BitFocus Clarity
03668e8b-4d6b-40b2-aa6d-b5314fae4d84,fb035199-06b4-4d77-abb0-5a00490a33c2,4dd75ac3-8fcd-40fe-84ba-59f66e15dd6e,Grace,Smith,1941-02-24,7423,Full name reported,Full DOB reported,Full SSN reported,male,American Indian or Alaska Native|Native Hawaiian or Other Pacific Islander; Not Hispanic or Latino,No,No,SH,Safe Haven,947b6aca-54ac-453b-b228-1f18afc507bb,Emergency Shelter,Tacoma/Lakewood CoC,20241017,20250723,02,Completed program,Housed,Permanent housing,Referral to RRH,20250422,3,20251122,Unknown,e10b9b8c-cca6-471d-912a-d92163d76c4b,no_show,No Show,PeaceHealth St. Joseph,20250516,Yes,No,20260210,PeaceHealth St. Joseph,BitFocus-Clarity-HMIS,BitFocus Clarity
7fae5045-39df-4ec9-a005-610cf859e949,7c886ccf-90c6-4136-935c-d5654484aa71,b7f9b494-caed-4db3-890a-1340bd0a9bba,Wei,Jackson,1950-01-26,9900,Full name reported,Full DOB reported,Partial SSN,female,Asian; Hispanic or Latino,No,No,TH,Transitional Housing,e59568d3-fef0-4ea7-9043-b8bbb6ca89b9,Permanent Supportive Housing,Seattle/King County CoC,20240924,,,,,,Emergency Shelter Placement,20260207,12,20250925,Yes,40f1249e-fd6d-4444-ba5d-09d4a5d03580,accepted,Accepted,Virginia Mason Medical Center,20260127,Yes,No,20251017,Virginia Mason Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
eb93282a-2b8f-45b0-a1ba-487d8be59c03,3bf58682-70e4-4a9c-ab62-f2a3d52fd5f7,c555d297-730c-4c06-980e-d0083a7529c8,Ethan,Garcia,1970-05-30,5173,Full name reported,Full DOB reported,Client doesn't know,female,Black or African American|Native Hawaiian or Other Pacific Islander; Not Hispanic or Latino,Yes,No,HH,Place not meant for human habitation,6d19f139-111e-419e-8769-5d93691bd163,Street Outreach,Washington Balance of State CoC,20240606,,,,,,Emergency Shelter Placement,20250929,17,20250529,Unknown,6aa2000d-6093-444e-907f-26ff2602022b,accepted,Accepted,Virginia Mason Medical Center,20251229,Yes,No,20251015,Virginia Mason Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
7d2bbd8c-d769-4b29-bb22-03c3918b80f7,0b1f897c-6891-481f-b6f3-3d540f459af6,5315d6ed-3fcf-43d3-af5d-81f63def1e98,Yuki,Johnson,1949-12-17,5756,Full name reported,Full DOB reported,Client doesn't know,female,Asian|American Indian or Alaska Native; Not Hispanic or Latino,No,No,DO,Doubled up with family or friends,bac4d653-7612-4e36-a470-5e9d525f9110,Other,Seattle/King County CoC,20240618,20250309,03,Non-compliance with program rules,Not Housed,Institutional,Problem Solving,20251115,15,20250603,No,9433055e-d33e-4b8e-8b94-9b4f288d00a4,declined,Declined,Virginia Mason Medical Center,20250828,Yes,No,20251001,Virginia Mason Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
b9fc3380-d850-48d2-b03f-e8110d9c31af,1ef5c600-37ed-4cce-8734-ed81857ad2b3,0236cd5c-aaf2-44d8-a714-e5cb8275bdc5,Samuel,Thomas,1986-02-08,7203,Full name reported,Full DOB reported,Client refused,female,White|American Indian or Alaska Native; Not Hispanic or Latino,No,No,DO,Doubled up with family or friends,c65f088a-ce82-4e50-a95c-fc9a946921b1,Street Outreach,Seattle/King County CoC,20250926,20260611,05,Reached maximum time allowed,Housed,Other,Referral to PSH,20250517,7,20251127,Yes,550c92e3-e169-4b96-9f80-ef907c08484c,accepted,Accepted,UW Medical Center,20251009,Yes,No,20260115,UW Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
576d0ed1-324a-4bcb-a1fc-538479299019,ff60285a-c7b8-42fa-8842-806d7c2bf55d,23b07281-5efa-472b-ba9d-1b0e314963f5,Rosa,Martinez,1994-05-19,8122,Full name reported,Full DOB reported,Full SSN reported,male,Native Hawaiian or Other Pacific Islander|White; Not Hispanic or Latino,No,Yes,PH,Permanent Housing,39ea9a93-cfff-407f-8fbc-6ab2ee44fdd3,Other,Seattle/King County CoC,20250721,,,,,,Referral to PSH,20250605,17,20250328,No,e1823975-3095-46fc-a59e-56ee8bf0f245,accepted,Accepted,Swedish Medical Center,20260208,Yes,No,20250909,Swedish Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
923fc9ce-f5cd-492d-86e0-ceac06d55931,668f6b32-eefb-47ab-a628-27882382c2ff,65c2a66c-554d-4740-aa36-dfd66aa45c1d,Rosa,Jackson,2021-07-11,2981,Full name reported,Full DOB reported,Full SSN reported,male,White; Hispanic or Latino,No,Client doesn't know,HO,Hotel/motel,e194be60-6ae9-4b82-a962-e061ab7e0ff2,Street Outreach,Washington Balance of State CoC,20250828,20260609,01,Left for a housing opportunity before completing program,Housed,Permanent housing,Problem Solving,20250913,12,20251216,No,88ca41a5-ba34-4d2e-8f46-db8c5383ca2d,accepted,Accepted,Swedish Medical Center,20251027,Yes,No,20251220,Swedish Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
66fa4d13-a155-4b0d-b796-74abb9b9164c,1c977734-460c-4c7c-97d8-15b87a5e09ee,532710c6-5e21-4da7-a7a5-1aa07ba6ac7e,Carlos,Martinez,2012-11-02,9365,Full name reported,Full DOB reported,Client refused,female,Black or African American; Not Hispanic or Latino,No,Yes,HO,Hotel/motel,1809de8a-0959-4d0c-8562-e6196880f832,Transitional Housing,Tacoma/Lakewood CoC,20250517,,,,,,Phone Intake,20250603,11,20250705,Yes,d1928d88-3eb2-4261-9d15-344a19aeeee1,declined,Declined,PeaceHealth St. Joseph,20250328,Yes,No,20250915,PeaceHealth St. Joseph,BitFocus-Clarity-HMIS,BitFocus Clarity
cc7ca8da-1f12-4e6b-8d07-6422bf3fc908,58fbcfeb-761f-4b4b-9636-ad3e25537b0d,33f62e18-c6fe-4751-9b15-17f86255395e,Sarah,Williams,1942-02-03,4654,Full name reported,Approx/partial DOB,Full SSN reported,female,Asian|White; Hispanic or Latino,No,No,HH,Place not meant for human habitation,22b57b17-3f03-4292-a5c4-a83e65b2b812,Transitional Housing,Seattle/King County CoC,20260105,20260923,02,Completed program,Housed,Institutional,Referral to RRH,20250717,13,20250510,Yes,ce3a1f72-5cfa-40ef-b22a-dc3bbd6ef122,accepted,Accepted,Virginia Mason Medical Center,20251220,Yes,No,20251104,Virginia Mason Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
db576d66-6928-4c73-bf96-16fb496f2a24,049913ad-ddd4-4152-a513-289ac4c7662a,bda4211b-40e8-4c8e-a6d5-47f4fa95ed0e,Maria,Lee,1970-03-10,5611,Full name reported,Full DOB reported,Partial SSN,male,Asian; Not Hispanic or Latino,No,No,TH,Transitional Housing,21ea181d-3085-48ff-9c4d-18754720edd8,Street Outreach,Spokane CoC,20250630,,,,,,Emergency Shelter Placement,20251124,4,20250628,No,78233f34-15b4-4b0b-a7c1-02fb062ead7d,pending,Pending,Virginia Mason Medical Center,20250301,Yes,No,20251007,Virginia Mason Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
e436c1d7-5a1e-4853-8019-5e00b25ee778,7cb064ea-3f35-421e-9d63-3546f8280997,e5e0f8cb-434e-4ddf-bf9f-9e3a0d8f48fb,John,Anderson,1964-05-05,7190,Partial name reported,Full DOB reported,Full SSN reported,male,Asian|White; Not Hispanic or Latino,No,Yes,DO,Doubled up with family or friends,e1c04b6f-f2fb-4841-a0b9-3edf5f960cab,Emergency Shelter,Tacoma/Lakewood CoC,20251207,20261130,01,Left for a housing opportunity before completing program,Housed,Temporary housing,Housing Identified,20250707,4,20250927,Unknown,1b3f2746-8e43-4a36-bc4c-6f38e4107ef7,pending,Pending,Virginia Mason Medical Center,20250423,Yes,No,20251223,Virginia Mason Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
bcbe6026-7ca6-40af-88f6-7d7ab34bb33c,460ab9b3-c61c-4ba8-9f09-dd268f726eb1,59ebe018-694b-445f-935f-a596245bbfd7,Henry,Martinez,1976-11-01,2716,Full name reported,Full DOB reported,Full SSN reported,male,Black or African American; Not Hispanic or Latino,No,Yes,PH,Permanent Housing,10338908-5bef-4a3c-8266-388160a235c3,Homelessness Prevention,Washington Balance of State CoC,20240814,,,,,,Phone Intake,20260114,3,20250305,No,ab8a980b-a0dd-49e6-ba1e-1ad475af05b0,accepted,Accepted,UW Medical Center,20250324,Yes,No,20260130,UW Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
32755a4c-f4c3-49ee-a285-a4ef6c14da7e,3d092666-4e3d-4c5d-a056-0f251bab4c67,4a014f13-d536-42b9-95d7-b378c26f71bc,Sarah,Jackson,1948-08-13,8555,Full name reported,Full DOB reported,Client refused,non-binary,Asian; Not Hispanic or Latino,No,Yes,HH,Place not meant for human habitation,b457c75f-a53b-4a8a-b11d-08f0a2856666,Other,Tacoma/Lakewood CoC,20241125,20250723,99,Unknown/other,Housed,Permanent housing,VI-SPDAT Assessment,20250904,6,20251111,No,d982d963-aaa5-426d-9c84-d304a6ef9462,no_show,No Show,Virginia Mason Medical Center,20250914,Yes,No,20260221,Virginia Mason Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
4d66aef6-93b9-4296-8ff1-03f79dd1cd4a,8c37914f-8401-4c02-a84c-fafb323dfaa0,6f741511-b1b3-486e-8c1a-90aac4ace09c,John,Khan,2015-07-28,2881,Full name reported,Approx/partial DOB,Full SSN reported,male,Black or African American; Not Hispanic or Latino,No,No,HH,Place not meant for human habitation,10dfc501-d509-46c8-9efb-4edeaa0ae7d7,Homelessness Prevention,Washington Balance of State CoC,20250826,,,,,,Housing Identified,20260114,15,20250512,No,c8eee3b5-1907-4868-944f-564ff172d7a9,accepted,Accepted,Swedish Medical Center,20250706,Yes,No,20251214,Swedish Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
3f194a8e-2926-4253-bf53-cab3ef7fb86a,50357c6f-c321-4862-bc15-84dc0637378f,13421d5c-37f3-493e-94b8-85de809e83c9,Aisha,Lee,1990-10-17,7423,Full name reported,Full DOB reported,Client doesn't know,transgender-male,White; Hispanic or Latino,No,Yes,TH,Transitional Housing,fdc959e3-bc30-4a2f-97f3-b04fa84221cf,Transitional Housing,Spokane CoC,20250202,,,,,,Referral to PSH,20260220,10,20260216,No,4f2e60c1-30e1-4262-a746-37f1d24cd151,accepted,Accepted,PeaceHealth St. Joseph,20260126,Yes,No,20251114,PeaceHealth St. Joseph,BitFocus-Clarity-HMIS,BitFocus Clarity
00867192-1059-4731-b92b-192e237beb65,62dcd7c3-5dbe-41f8-80ec-cd4cdb05b84f,0d2f1a4f-27cf-4e4b-80e6-0564d7ad288f,Marcus,Jackson,1953-10-30,5185,Client refused,Full DOB reported,Client doesn't know,female,Black or African American; Not Hispanic or Latino,No,No,TH,Transitional Housing,bfb87e26-d9b7-430b-8720-1fa0aaa6bab0,Street Outreach,Spokane CoC,20251226,20261106,03,Non-compliance with program rules,Housed,Permanent housing,Emergency Shelter Placement,20250910,8,20250825,No,1f61203d-193b-460d-812e-d8ce9eb9d60d,accepted,Accepted,Virginia Mason Medical Center,20250601,Yes,No,20250927,Virginia Mason Medical Center,BitFocus-Clarity-HMIS,BitFocus Clarity
